,text
1553,"Friend may lose her job. Single mom with 3 kids. Covid recovered and had an adverse reaction to the 1st jab. Doctor won’t write her a note, saying hands are tied and others had even *worse* side effects. 

But this is all so that you can feel safe, right? 🤡"
1554,"The very same hunt whose leading huntsman was found GUILTY of his dogs being dangerously out of control for killing a family's beloved cat - were awarded £10,000+ from taxpayer funded small business covid grant last year. 

RT if you agree they should give every penny back"
1555,"@njivana @MathewsNtanzi @Master_P_61703 @mshunqiseni @Tidonator_ @thatishi What's your solution? 

The arbitrator told Polokwane same thing. ""Sign more players, then you won't breach this covid rule. Simple!"""
1556,"AUSTRIA - Reports say a disabled man was arrested for trying to enter a church without a mask.

Covid hysteria is destroying us, not Covid.

#Austria #NOGREENPAS #mask 

https://t.co/nSzGe3o5bM"
1557,"""I Think We Will Need a Fourth Dose"" - Pfizer CEO Says 4th Covid Jab May Be Needed Sooner Than Expected (VIDEO) https://t.co/6qvcO2YgB3 via @gatewaypundit"
1558,"Cases are on the rise
https://t.co/BlozULn2pj"
1559,"🚨🚨 TODAY | 12PM | PARLIAMENT SQUARE 🚨🚨

📢 STOP COVID PASSES PROTEST 📢

Rights &amp; equality groups come together to stop @BorisJohnson's Covid passports!

Follow for live updates...

Telegram |  https://t.co/jE8WH2hyJb

#NoVaccinePassportsAnywhere https://t.co/lumhcnExPh"
1560,"All #WannaOne Members Test Negative For COVID-19 + #2021MAMA Pre-Recording Rescheduled
https://t.co/N9O9fUce33 https://t.co/VCW3NdnQrL"
1561,"Boris Johnson isn't a planet. He's a fallen meteorite that people with zero knowledge of psychology or political history believed to be a star. He's been prime minister for two years and will be remembered for encouraging mass Covid deaths 

The end 
 https://t.co/rvMdsjZpWl"
1562,@joelockhart @juliettekayyem Trumper’s are taking horse dewormer’s they believe that Covid was made up so that Trump would lose how is anything the January 6 commission going to do convince them? You can’t prove your way out of this with documents they won’t ever believe you anyone can make up documents
1563,"Top COVID Symptoms People Notice First — Eat This Not That#helthnews 

via News — Eat This Not That https://t.co/Lw27D2lPCA https://t.co/ZpM3GGnarf"
1564,@WHITEYY89 Glad you’re feeling better kiddo! Isolating for covid isn’t easy
1565,"In their rancour for SilentStrikeDec10,SAC thugs threatened those stores&amp; shops which took part in strike in TaungDwinGyi not to open for 1week–1month on pretext of COVID-19. Plus, itinerant sellers were BANNED to sell in downtown this morning. #Dec11Coup #WhatsHappeningInMyanmar https://t.co/Khx6tieC5c"
1566,"Covid or no Covid, volunteers of India Cares are relentless in their efforts to spread smiles.

So proud of the entire team. https://t.co/bbOYPmvBGf"
1567,@ghost_wales Sounds like he's using the same tactics as the government are with COVID
1568,Dr. Vladimir Zelenko https://t.co/nUPKfcp31W joins The Alex Jones Show to break down how the spike protein from the COVID-19 vaccine causes acquired immunodeficiency syndrome.
1569,@ScottAdamsSays Are you talking 3rd shot (referred to as Covid booster by everyone) or 4th for Omicron.  Clear communication is important.
1570,"More than 10 million people die each year from air pollution — far more than the estimated 2.6 million people who have died from Covid-19.

And while the virus is headline news, ordinary air pollution remains a side issue for policy wonks and technocrats https://t.co/GQUCUDeJ43"
1571,"The spanish flu was more deadly than Covid &amp; killed young people.

Yet, the world was back to normal in less than a year.

The real virus is media-induced panic."
1572,"Ad hoc, soon to expire 'donations'. 

Telling communities, wait, wait then rush rush is not a strategy to vaccinate the world.
Time to bust all those myths.

*Europe sent Nigeria up to 1 million near-expired doses of covid-19 vaccine*

Via:

https://t.co/RjYnHjcvXb"
1573,"#WearAMask 

Omicron could cause 75,000 deaths in England by end of April, say scientists https://t.co/NOEuqAIllO"
1574,@piersmorgan I’d put money on the fact that at least one of them was lying and already had Covid when they went to the meal ..
1575,"With New York State confronting a spike in coronavirus cases and hospitalizations, Gov. Kathy Hochul announced on Friday that the state would require that masks be worn indoors at all public spaces that do not require vaccination for entry. https://t.co/Wada1Mrl5R"
1576,"Steve Baker the hard right Brexiteer said he made Boris Johnson,  he can take him down
I firmly believe ERG are behind leaks 
The no mitigations at all against Covid 
Pushed herd immunity second wave with 83 000 deaths 
Now against zero carbon target 

https://t.co/nnfttJFelK"
1577,"I dearly wish we could ""just live with it"".

But 1000s of Covid patients in hospital means cancelled cancer ops, staff diverted from diagnostics to Covid care, ambulance delays, overwhelmed A&amp;Es.

Pls get your booster. Pls help us protect *all* patients 🙏
https://t.co/LKrJlwWxab"
1578,"In their rancour for SilentStrikeDec10,SAC thugs threatened those stores&amp; shops which took part in strike in TaungDwinGyi not to open for 1week–1month on pretext of COVID-19. Plus, itinerant sellers were BANNED to sell in downtown this morning.
#Dec11Coup
#WhatsHappeningInMyanmar https://t.co/oU6uagpIZW"
1579,"Mental health has become its own pandemic during Covid, with soaring rates of anxiety, depression and burnout. Psychologists say both resilience and the ability to grow from adversity can be cultivated. Here are four ways to get started. https://t.co/0e6BF03HkF"
1580,"⚠️Time for VE data—2 shot vaccine effectiveness against symptomatic #Omicron is not good. 🇬🇧data says 2 doses isn’t strong—Pfizer 2 dose VE for 15+ weeks is 34-36%; AstraZeneca 2 doses VE after 25 weeks is just 5.9%. Pfizer booster yields 71-76%.🧵#COVID19
https://t.co/GnXNmMqV0u https://t.co/WuQeBg7PCt"
1581,"@KidCreole3 @robreiner Even this fairytale following fool acknowledged the uselessness of prayer.

Fortunately for his parishioners, he told them to turn to science and not masturbation as the alternative to prayer.

https://t.co/8ECxsRwaWT"
1582,"Dr Roger Hodkinson destroys Covid in 4 mins.
https://t.co/58CWreQabi"
1583,"//REPLY TO THE PRESIDENT OF THE COMMISSION URSULA VON DER LEYEN

Why Covid vaccines cannot and must not be mandatory. https://t.co/bHueBX63bD"
1584,"Ben Shapiro is the worst thing to happen to much of the right. He’s taught an entire generation to believe we can convince our enemies with FACTS and LOGIC.

These people don’t care about COVID stats. They don’t care about risk assessments. They’re insane, they’re freaks."
1585,"Out of isolation today and slowly recovering from Covid-19.
A nasty, horrible illness but lucky to be double-dosed and otherwise healthy.
Avoid it at all costs folks.

Missed #ChristmasJumperDay so here is me and Miss B today.
Stay safe all x https://t.co/5hfzwLjO25"
1586,"Kinda stunning. A local health department in rural southern Missouri county is halting its COVID-19 response efforts after state Attorney General Eric Schmitt wrote agencies this week demanding they drop mitigation measures.
https://t.co/vWTJtlfk1B"
1587,"Still waiting for an apology from Mark Meadows, Mike Pence, Keith Kellogg &amp; other fmr colleagues from the Trump White House who called me a liar/disgruntled employee for telling Americans the truth about Trump’s recklessness on Covid when it mattered &amp; not saving it for a book."
1588,JUST IN: @SteveBakerHW has this morning warned the Covid Recovery Group of 100 Tory backbenchers that resignations from govt “are likely” in restrictions row.
1589,Have the same headache I had when I got COVID and I'm scared
1590,@pryanshuuu U are the reason why covid exists
1591,The “doctors” and hospitals who helped erase the line between dying FROM Covid and dying WITH Covid should all lose their licenses and be subject to fines/imprisonment.
1592,"So the party that plotted a coup, has exacerbated the Covid pandemic, voted unanimously against the American Recovery Act, lies about a ""stolen"" election, supports outlawing abortion, foments culture war, and has no plan for governing, is poised to win big in the 2022 elections?"
1593,"In the absence of more knowledge about Omicron, Boris Johnson is once again playing Russian roulette with human life. His feeble restrictions put him at odds with scientists and health experts. This abysmal PM may once again prove to be Covid’s best friend"
1594,"""Michael Gove hints at tougher Covid restrictions amid ‘deeply concerning’ omicron spread""

Michael Gove is a flouncing cokehead who has less authority over me than my geography teacher of 20 years ago.

Fuck off you bellend @michaelgove"
1595,"These arrived in the mail today - 48 hours after I registered at https://t.co/dFNUCCC75H.

Ontarians 16+ can register and request two of these FREE tests to be shipped to their home.

Since our government won't #FreeTheRATs, I'm glad I have other ways to get rapid tests. https://t.co/nxJwFzUaOU"
1596,My brother’s triple-jabbed - the third one was Pfizer 3-4 wks ago. He’s just got covid &amp; feels ‘rough’ &amp; is isolating. Had a Xmas meal out with a load of mates last Friday - all of them vaccinated - 17 out of 21 of them have now tested positive.
1597,"“COVID-19: stigmatising the unvaccinated is not justified - The Lancet. “Not just aimed at Andrew Neil, Jeremy Vile and all the other raft of pundits destined for #Nuremberg2 but to all those who harbour such poisonous opinions on their ‘secret heart’... https://t.co/NlC0YdPomw"
