text,Topic,Sentiment,tweets
"Lies. Truth follows: ""Deaths involving COVID-19 by vaccination status, England: deaths occurring between 2 January and 24 September 2021. age-standardised mortality rate for deaths involving COVID-19 is 32 times higher for unvaccinated people"" ONS. https://t.co/Cax8SeuAmH",v,1,lies truth follows deaths involving vaccination status england deaths occurring 2 january 24 september mortality rate deaths involving 32 times unvaccinated people
"@KeralaBxOffce Doctor very late releas in kerala,but terrific collection in covid situation, always doctor🔥🔥🔥Sivakarthikeyan 🔥🔥🔥",p,3,doctor late terrific collection situation doctor
"Covid 0 was a policy we had to have last year when we had no vaccines and no Delta variant.

We’ve got vaccines. And we’ve got Delta. It is no longer needed nor possible.

Time to get back to normal. #VaccinesWork",p,3,0 policy vaccines delta variant vaccines delta time normal
"Boost your immune system through exercise and physical activity

The Coronavirus Attacks Fat Tissue, Scientists Find https://t.co/nXVeiHitAt",h,3,boost immune system exercise physical activity attacks fat tissue scientists
"I sat down with @JamaalBowmanNY, a former principal, for an interview on vaccine mandates for students/education in the age of COVID. Asked whether he thinks Democrats have an effective message on schools right now, he said ""not yet."" https://t.co/8CpowrwjWf",p,2,sat former principal interview vaccine mandates students education age democrats effective message schools
"@KentsBrokerage I was strictly real estate investor prior to covid, lucky I got some properties before the boom.  I switched to stocks cause it doesn’t make sense anymore to invest in real estate here in Ontario, Canada",l,3,strictly real estate investor prior lucky properties boom switched stocks cause sense anymore invest real estate ontario canada
"I hate this disingenuous ""what if Corbyn had got in"" discourse, here's what would have probably happened, Covid would have hit, his opponents would have seized on it, he would have been monstered by the press and forced to stand down by the PLP, because this fucking country",p,2,hate disingenuous discourse probably happened hit opponents seized press forced stand fucking country
"If Stan, Kyle and Cartman could just work together, they could go back in time to make sure Covid never happened. SOUTH PARK: POST COVID: THE RETURN OF COVID premieres December 16 on Paramount+. https://t.co/510cScyd2d",o,3,time happened south park post return premieres december 16 paramount
"So, from the government saying that they were only going to kill 20k of us last March, we're now getting ready for maybe a quarter of a million deaths before Summer. https://t.co/Twe1SETQ2r",p,2,government saying kill march getting ready maybe quarter million deaths summer
"@SkyCricket @nassercricket @Athersmike @robkey612 What could England have done differently?

Me: Should have avoided tour with COVID excuse 😂😂😂",p,2,england avoided tour excuse
"Try as I might, I can't be happy that Johnson has trouble with his own MPs when that trouble is based on Covid denial and selfish, bloody-minded refusal to protect others. Omicron doubling every 2/3 days means we need more action, not less.",p,2,try ca happy johnson trouble own mps trouble based denial selfish bloody-minded refusal protect omicron doubling 2 3 days means action
@GovanBoy76 @mattyve26 @NicolaSturgeon The full list of advisors is public knowledge but I’ll make it easy for you.  https://t.co/pscr9aw1Ae,o,3,list advisors public knowledge easy
@NeelyMozawala Time for a covid swab methinks?,l,3,time swab
"All #Judges should listen @ppbajpai since one year VDO which will expose #Modi govt for destroying #parliament,north/south block to help their friends &amp; no money for covid victim but spending 8450/minute on his security @LiveLawIndia @barandbench @barcouncilindia @pradeepraiindia https://t.co/Zr8wKeN8qV",p,2,listen expose destroying north south block help friends amp money victim spending minute security
"@Alicade_v Ye I'll be right. thankfully no covid, I took a test. just a really really fucking horrible cold.",h,1,thankfully test fucking horrible cold
"Jump forward and listen from 4 hours 20 minutes mark, presentation by Mr Steve Kirsch,  Executive Director of Covid-19 Early Treatment Fund...
Not even the FactCheckers can deny this...
https://t.co/xflqxiKv9P https://t.co/leJCP5RC25",o,3,jump forward listen 4 hours 20 minutes mark presentation kirsch executive director treatment fund deny
"I don’t have an #economics degree, but I do know that #inflation happens when people raise prices on things they sell. https://t.co/ob4J3una3M",l,2,degree happens people raise prices sell
"This is not a political tweet: watching the excellent briefing by @NicolaSturgeon on omicron and covid cases in Scotland. Perfectly pitched, well-explaned, compassionate.👏 https://t.co/RhYIIR6nIC",c,1,political tweet watching excellent briefing omicron scotland perfectly pitched compassionate
Anyone else’s mental health taken a bit of a knock with all this Covid news again? Mine has a bit but we’ve done this before so we can do it again 💚,h,3,mental health bit knock news mine bit
And this is why vaccine passports are a scientific nonsense. Excluding people from life on the basis of rewarding others who have had a vaccine that does not stop them catching and more importantly transmitting Covid is discrimination and has no basis in science. @afneil note! https://t.co/gDjHHCjRGo,l,2,vaccine passports scientific nonsense excluding people life basis rewarding vaccine stop catching importantly transmitting discrimination basis science note
"@JoJoFromJerz How long before we hear that Jim Breuer ends up hospitalized with COVID? That seems to be the case with many of these people who mock the science, doctors and facts. The virus seems to find them.",h,2,hear breuer hospitalized people mock science doctors virus
@PlanetLandsman @JJohnsonLaw @StamAdvocate Obesity is far more dangerous to one’s health than being “unvaccinated” against COVID-19. 78% of COVID-19 deaths are from obese people. Stay safe out there.,h,3,obesity dangerous health unvaccinated 78 deaths obese people stay safe
"@TexitDarling @TugboatPhil RX Meanwhile at my sons school, vaccination is optional, at the current time masks are optional, nobody has Covid.",l,1,meanwhile sons school vaccination optional current time masks optional
"Yesterday (12/10) there were 618,034 new #COVID19 cases worldwide &amp; 7,984 deaths. 

The U.S. reported the largest daily increase in cases (+172,294) followed by:  

United Kingdom: 58,184
Germany: 53,296
Russia: 30,383
Poland: 24,988
Italy: 20,490
https://t.co/jhvFmFJf9a https://t.co/02y9efJoTR",p,3,yesterday 12 10 worldwide amp deaths reported largest daily increase followed united kingdom germany russia poland italy
Amanda thought she’d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regret is not getting a COVID vaccine sooner.,h,2,family spent 11 days intubated hospital biggest regret getting vaccine sooner
"@louiselnelson91 @KyleMcNamara7 @KizzyPhD But that’s not Covid. It isn’t fatal like that, especially now with the treatment available",h,1,fatal especially treatment available
"@Jhagra @IMMahmoodKhan Its not solely upto You..Remember..
We are working since 2 years we faced covid in the field....we deserve and we ll grabb Regularisation at any cost..
At last either we all ll lose this job or You ll lose your ministry forever..
U cant damage our future Remember my words",l,3,solely remember 2 faced field deserve regularisation cost lose job lose ministry forever cant damage future remember words
Remember when people who told you “We will all get Covid” got attacked and vilified? How’s that working out ?,l,2,remember people told attacked vilified
"Per CDC:
""Among these cases of COVID-19 attributed to the Omicron variant, 34 (79%) occurred in persons who completed the primary series of an FDA-authorized or approved COVID-19 vaccine...including 14 who had received an additional or booster dose...""
https://t.co/cbjOoZyObO",v,3,cdc attributed omicron variant 34 79 occurred persons completed primary series approved vaccine including 14 received additional booster dose
"Go inside a Grand Rapids hospital with reporter Dustin Dwyer of @MichiganRadio and learn how awful COVID is in unvaccinated patients. 
Also striking, the hospital's moving furniture out of rooms in order to cram more beds in. 
https://t.co/YlKNXgVfiy",v,2,inside grand rapids hospital reporter learn awful unvaccinated patients striking hospital moving furniture cram beds
"@BelakMax @MollyJongFast Hahahaha we may not have to worry about republican votes in 22, they are dropping dead from covid at rapid pace.",o,2,worry republican votes 22 dropping dead rapid pace
"One of workers asked to her manager for the same hypermarket if we get bonus money again like last year cuz of covid. U know what that idiot said? ,,no it was during covid"" are u kidding me, what is now?! Its hard to work behind cash register with mask and terrible customers",l,2,workers manager hypermarket bonus money idiot kidding hard cash register mask terrible customers
